timestamp,device,tag_id,seq,rx_power,fp_power,fp_rx_ratio,quality,reply_delay
2026-02-19T21:33:26.523,A1,1,29,-72.5,-88.2,-15.7,301.4,464391942
2026-02-19T21:33:27.033,A1,1,30,-71.4,-85.5,-14.1,330.98,603007962
2026-02-19T21:33:27.621,A1,1,31,-70.1,-88.1,-18.0,303.77,633125739
2026-02-19T21:33:28.039,A1,1,32,-71.8,-85.9,-14.1,348.11,369751703
2026-02-19T21:33:28.637,A1,1,33,-72.1,-86.3,-14.2,346.85,358181306
2026-02-19T21:33:29.118,A1,1,34,-71.1,-84.8,-13.7,289.17,353107681
2026-02-19T21:33:29.547,A1,1,35,-72.1,-89.7,-17.6,192.0,630460912
2026-02-19T21:33:30.137,A1,1,36,-70.7,-87.5,-16.8,351.35,361452002
2026-02-19T21:33:30.617,A1,1,37,-69.7,-83.2,-13.5,285.41,542303604
